HSCode,Commodity,HS2,Product_ID,Industry_Category,Product_Type,Created_At
40640,BLUE VEINED CHEESE,4,213,Animal & Animal Products,Primary Products,2023-01-01 09:17:40
40690,OTHER CHEESE,4,214,Animal & Animal Products,Primary Products,2023-01-01 09:17:45
40711,FERTILISED EGGS FOR INCUBATION: OF FOWLS OF THE SPECIES GALLUS DOMESTICUS,4,215,Animal & Animal Products,Primary Products,2023-01-01 09:17:50
40719,FERTILISED EGGS FOR INCUBATION: OF DUCKS AND OTHER (EXCL FOWLS OF SPECIES GALLUS DOMESTICUS,4,216,Animal & Animal Products,Primary Products,2023-01-01 09:17:55
40721,OTHER FRESH EGGS: OF FOWLS OF THE   SPECIES GALLUS DOMESTICUS,4,217,Animal & Animal Products,Primary Products,2023-01-01 09:18:00
40729,OTHER FRESH EGGS EXCL OF SPECIES GALLUES DOMESTICUS,4,218,Animal & Animal Products,Primary Products,2023-01-01 09:18:05
40790,OTHER BIRDS EGGS,4,219,Animal & Animal Products,Primary Products,2023-01-01 09:18:10
40811,EGG YOLKS DRIED,4,220,Animal & Animal Products,Primary Products,2023-01-01 09:18:15
40819,OTHER EGG YOLKS NOT DRIED,4,221,Animal & Animal Products,Primary Products,2023-01-01 09:18:20
40891,BIRDS EGGS NOT IN SHELL DRIED,4,222,Animal & Animal Products,Primary Products,2023-01-01 09:18:25
40899,OTHR BIRDS EGGS NOT IN SHEEL NOT DRIED,4,223,Animal & Animal Products,Primary Products,2023-01-01 09:18:30
40900,NATURAL HONEY,4,224,Animal & Animal Products,Primary Products,2023-01-01 09:18:35
41090,OTHER,4,225,Animal & Animal Products,Primary Products,2023-01-01 09:18:40
50100,"HUMAN HAIR,UNWORKED; WASTE OF HUMAN HAIR",5,226,Animal & Animal Products,Primary Products,2023-01-01 09:18:45
50210,"PIGS,HOGS/BOARS BRISTLES                  AND HAIR AND WASTE TEREOF",5,227,Animal & Animal Products,Primary Products,2023-01-01 09:18:50
50290,BADGER HAIR AND OTHR BRSH MKNG HAIR AND THEIR WASTE,5,228,Animal & Animal Products,Primary Products,2023-01-01 09:18:55
50400,"GUTS-BLADDERS AND STOMACHES OF ANIMALS      (OTHR THAN FRSH),WHOLE AND PIECES THEREOF",5,229,Animal & Animal Products,Primary Products,2023-01-01 09:19:00
50510,FEATHERS OF A KIND USED FOR STUFFING;DOWN,5,230,Animal & Animal Products,Primary Products,2023-01-01 09:19:05
50590,"OTHR FETHRS/PRTS,WSTE AND PWDR OF FETHR",5,231,Animal & Animal Products,Primary Products,2023-01-01 09:19:10
50610,OSSEIN AND BONES TREATED WITH ACID,5,232,Animal & Animal Products,Primary Products,2023-01-01 09:19:15
50690,OTHER : BONE MEAL :,5,233,Animal & Animal Products,Primary Products,2023-01-01 09:19:20
50790,OTHER(EXCL IVORY AND ITS POWDER AND WASTE),5,234,Animal & Animal Products,Primary Products,2023-01-01 09:19:25
50800,"CORAL,SHELS OF MOLUSCS,CRSTCNS/ECHINDRMS ANDCUTTL NON SMPLY PRPD NOT SHAPD,PWDR AND WSTE",5,235,Animal & Animal Products,Primary Products,2023-01-01 09:19:30
51000,"ABERGRIS,CASTORM,CIVT,MUSK;CANTHRIDS;BILE W/N DRIED;GLNDS ETC FOR PRPN OF PHRMACTCLSFRSH,CHLD,FRZN/OTHRWSE PROVSNLY PRAS",5,236,Animal & Animal Products,Primary Products,2023-01-01 09:19:35
51110,BOVINE SEMEN,5,237,Animal & Animal Products,Primary Products,2023-01-01 09:19:40
51191,"OTHR PRDCTS OF FISH,CRSTCNS,MOLSCS/OTHR   AQTC INVRTBRTS;DEAD ANMLS OF CHPTR 3",5,238,Animal & Animal Products,Primary Products,2023-01-01 09:19:45
51199,OTHER : SILKWORM PUPAE :,5,239,Animal & Animal Products,Primary Products,2023-01-01 09:19:50
60110,"BULBS,TUBERS,TUBEROUS ROOTS,              CORMS,CROWN AND RHIZOMES,DORMANT",6,240,Vegetable Products,Primary Products,2023-01-01 09:19:55
60120,"BLBS,TUBRS,TUBRUS ROOTS,CORMS,CRWNS ETC   IN GRWTH/IN FLWR;CHICORY PLANTS AND ROOTS",6,241,Vegetable Products,Primary Products,2023-01-01 09:20:00
60210,UNROOTED CUTTINGS AND SLIPS OF LIVE PLANTS,6,242,Vegetable Products,Primary Products,2023-01-01 09:20:05
60220,"EDBL FRUT/NUT TRES,SHRBS AND BUSHS GRFTD/NOT",6,243,Vegetable Products,Primary Products,2023-01-01 09:20:10
60230,RHODODENDRONS AND AZALEAS GRAFTED OR NOT,6,244,Vegetable Products,Primary Products,2023-01-01 09:20:15
60240,ROSES GRAFTED OR NOT,6,245,Vegetable Products,Primary Products,2023-01-01 09:20:20
60290,OTHER:,6,246,Vegetable Products,Primary Products,2023-01-01 09:20:25
60311,ROSES,6,247,Vegetable Products,Primary Products,2023-01-01 09:20:30
60312,CARNATIONS,6,248,Vegetable Products,Primary Products,2023-01-01 09:20:35
60313,ORCHIDS,6,249,Vegetable Products,Primary Products,2023-01-01 09:20:40
60314,CHRYSANTHEMUMS,6,250,Vegetable Products,Primary Products,2023-01-01 09:20:45
60315,"CUT FLOWERS AND FLOWER BUDS FRESH, DRIED, DYED, BLEACHED, IMPREGNATED OR OTHERWISE PREPARED OF LILIES (LILIUM SPP.)",6,251,Vegetable Products,Primary Products,2023-01-01 09:20:50
60319,OTHER,6,252,Vegetable Products,Primary Products,2023-01-01 09:20:55
60390,OTHR CUT FLWRS AND FLOWER BUDS SUITABLE     FOR BOQETS/FOR ORNMNTL PURPSES,6,253,Vegetable Products,Primary Products,2023-01-01 09:21:00
60420,"FRESH FOLIAGE, BRANCHES AND  PLANTS, NT HVING FLOWERS / BUDS, AND GRASSES, MOSSES AND LICHENS FRESH, DRIED, DYED",6,254,Vegetable Products,Primary Products,2023-01-01 09:21:05
60490,"OTHER (EXCL FRESH)  FOLIAGE, BRANCHES AND PLANTS, WITHOUT FLOWERS  BUDS AND GRASSES, MOSSESANDLICHENS",6,255,Vegetable Products,Primary Products,2023-01-01 09:21:10
70110,POTATO SEEDS FRESH OR CHILLED,7,256,Vegetable Products,Primary Products,2023-01-01 09:21:15
70190,POTATOES FRESH OR CHILLED OTHER THAN SEEDS,7,257,Vegetable Products,Primary Products,2023-01-01 09:21:20
70200,TOMATOES FRESH OR CHILLED,7,258,Vegetable Products,Primary Products,2023-01-01 09:21:25
70310,ONIONS AND SHALLOTS FRESH OR CHILLED,7,259,Vegetable Products,Primary Products,2023-01-01 09:21:30
70320,GARLIC FRESH OR CHILLED,7,260,Vegetable Products,Primary Products,2023-01-01 09:21:35
70390,LEEKS AND OTHR ALIACOUS VEGTBLS FRSH OR CHLD,7,261,Vegetable Products,Primary Products,2023-01-01 09:21:40
70410,CAULIFLOWRS AND  BROCCOLI,7,262,Vegetable Products,Primary Products,2023-01-01 09:21:45
70420,BRUSSELS SPROUTS FRESH OR CHILLED,7,263,Vegetable Products,Primary Products,2023-01-01 09:21:50
70490,"KOHRBI,KALEANDSMLR EDBL BRASSICAS,FRSH/CHLD",7,264,Vegetable Products,Primary Products,2023-01-01 09:21:55
70511,CABAGE LETTUCE(HEAD LETTUCE)FRSH OR CHLD,7,265,Vegetable Products,Primary Products,2023-01-01 09:22:00
70519,OTHER CHICORY :,7,266,Vegetable Products,Primary Products,2023-01-01 09:22:05
70529,OTHER CHICORY FRSH OR CHLD,7,267,Vegetable Products,Primary Products,2023-01-01 09:22:10
70610,CARROTS AND TURNIPS FRSH OR CHILLED,7,268,Vegetable Products,Primary Products,2023-01-01 09:22:15
70690,OTHER EDIBLE ROOTS FRSH OR CHILLD,7,269,Vegetable Products,Primary Products,2023-01-01 09:22:20
70700,CUCUMBERS AND GHERKINS FRSH OR CHLD,7,270,Vegetable Products,Primary Products,2023-01-01 09:22:25
70810,PEAS SHLD OR UNSHLD FRSH OR CHLD,7,271,Vegetable Products,Primary Products,2023-01-01 09:22:30
70820,BEANS SHLD OR UNSHLD FRSH OR CHLD,7,272,Vegetable Products,Primary Products,2023-01-01 09:22:35
70890,OTHER LEGUMINOUS VEGETABLES,7,273,Vegetable Products,Primary Products,2023-01-01 09:22:40
70920,ASPARAGUS FRESH OR CHILLED,7,274,Vegetable Products,Primary Products,2023-01-01 09:22:45
70930,AUBERGINES(EGG PLANTS)FRSH OR CHLD,7,275,Vegetable Products,Primary Products,2023-01-01 09:22:50
70940,CELERY OTHER THAN CELERIAC FRSH OR CHLD,7,276,Vegetable Products,Primary Products,2023-01-01 09:22:55
70951,MUSHROOMS FRESH OR CHILLED,7,277,Vegetable Products,Primary Products,2023-01-01 09:23:00
70952,MUSHROOMS OF THE GENUS BOLETUS,7,278,Vegetable Products,Primary Products,2023-01-01 09:23:05
70953,MUSHROOMS OF THE GENUS CANTHARELLUS,7,279,Vegetable Products,Primary Products,2023-01-01 09:23:10
70956,TRUFFLES (TUBER SPP),7,280,Vegetable Products,Primary Products,2023-01-01 09:23:15
70959,"OTHER MUSHROOMS(EXCLDNG GENUS,AGARICUS)   FRSH OR CHLD",7,281,Vegetable Products,Primary Products,2023-01-01 09:23:20
70960,FRUITS OF THE GENUS CAPSICUM FRSH/CHLD,7,282,Vegetable Products,Primary Products,2023-01-01 09:23:25
70970,SPINACH FRSH/CHLD,7,283,Vegetable Products,Primary Products,2023-01-01 09:23:30
70991,GLOBE ARTICHOKES- FRUITS,7,284,Vegetable Products,Primary Products,2023-01-01 09:23:35
70992,OLIVES- FRUITS,7,285,Vegetable Products,Primary Products,2023-01-01 09:23:40
70993,"PUMPKINS, SQUASH AND  GOURDS (CUCURBITA SPP.)- FRUITS",7,286,Vegetable Products,Primary Products,2023-01-01 09:23:45
70999,"OTHER LEGUMINOUS VEGETABLES, SHELLED OR UNSHELLED, FRESH OR CHILLED",7,287,Vegetable Products,Primary Products,2023-01-01 09:23:50
71010,"POTATOES COOKED OR UNCOOKED,FROZEN",7,288,Vegetable Products,Primary Products,2023-01-01 09:23:55
71021,"PEAS SHELLED OR UNSHELLED,FRZN",7,289,Vegetable Products,Primary Products,2023-01-01 09:24:00
71022,"BEANS SHELLED OR UNSHELLED,FRZN",7,290,Vegetable Products,Primary Products,2023-01-01 09:24:05
71029,OTHR LEGUMINOUS VEGTBLS SHELD OR NT FRZN,7,291,Vegetable Products,Primary Products,2023-01-01 09:24:10
71030,SPINACH FRZN,7,292,Vegetable Products,Primary Products,2023-01-01 09:24:15
71040,SWEET CORN FRZN,7,293,Vegetable Products,Primary Products,2023-01-01 09:24:20
71080,OTHER VEGETABLES:,7,294,Vegetable Products,Primary Products,2023-01-01 09:24:25
71090,MIXTURE OF VEGETABLES FRZN,7,295,Vegetable Products,Primary Products,2023-01-01 09:24:30
71120,OLIVES PROVISIONALLY PRESERVED,7,296,Vegetable Products,Primary Products,2023-01-01 09:24:35
71140,CUCUMBERS AND GHERKINS PROVISIONALLY PRESVD,7,297,Vegetable Products,Primary Products,2023-01-01 09:24:40
71151,MUSHROOMS OF GENUS AGARICUS PROVISONALLY  PRESRVD,7,298,Vegetable Products,Primary Products,2023-01-01 09:24:45
71159,OTHERUSHROOMS AND TRUFFLES PROVISNLY PRESRVD,7,299,Vegetable Products,Primary Products,2023-01-01 09:24:50
71190,OTHER VEGETABLES; MIXTURES OF VEGETABLES:,7,300,Vegetable Products,Primary Products,2023-01-01 09:24:55
71220,ONIONS DRIED,7,301,Vegetable Products,Primary Products,2023-01-01 09:25:00
71231,"MUSHROOMS OF GENUS AGARIGVS,DRIED,WHLE,CT,SLCED,BRKN",7,302,Vegetable Products,Primary Products,2023-01-01 09:25:05
71232,"WOOD EARS (AGRICULARIA SPP.),DRIED",7,303,Vegetable Products,Primary Products,2023-01-01 09:25:10
71239,OTHERS (E.G.TRUFFLES ETC.)DRIED.,7,304,Vegetable Products,Primary Products,2023-01-01 09:25:15
71290,OTHER VEGETABLES; MIXTURES OF VEGETABLES:,7,305,Vegetable Products,Primary Products,2023-01-01 09:25:20
71310,PEAS (PISUM SATIVUM) DRIED AND SHLD,7,306,Vegetable Products,Primary Products,2023-01-01 09:25:25
71320,CHICKPEAS (GARBANZOS) DRIED AND SHLD,7,307,Vegetable Products,Primary Products,2023-01-01 09:25:30
71331,"BEANS OF THE SPP VIGNA MUNGO,HEPPER       OR VIGNA RADIATA,WILCZEK DRIED AND SHLD",7,308,Vegetable Products,Primary Products,2023-01-01 09:25:35
71332,SMALL RED BEANS DRIED AND SHLD,7,309,Vegetable Products,Primary Products,2023-01-01 09:25:40
71333,KIDNY BENS INCL WHTE PEA BENS DRIED AND SHLD,7,310,Vegetable Products,Primary Products,2023-01-01 09:25:45
71334,BAMBARA BEANS (VIGNA SUBTERRANEA OR  VOANDZEIA SUBTERRANEA),7,311,Vegetable Products,Primary Products,2023-01-01 09:25:50
71335,COW PEAS (VIGNA UNGUICULATA),7,312,Vegetable Products,Primary Products,2023-01-01 09:25:55
71339,OTER BEANS DRIED AND SHLD,7,313,Vegetable Products,Primary Products,2023-01-01 09:26:00
71340,"LENTILS (MOSUR),DRIED AND SHLD",7,314,Vegetable Products,Primary Products,2023-01-01 09:26:05
71350,BROAD BEANS AND HORSE BEANS DRIED AND SHLD,7,315,Vegetable Products,Primary Products,2023-01-01 09:26:10
71360,PIGEON PEAS (CAJANUS CAJAN),7,316,Vegetable Products,Primary Products,2023-01-01 09:26:15
71390,OTHR DRIED AND SHLD LUGUMINOUS VEGITABLS,7,317,Vegetable Products,Primary Products,2023-01-01 09:26:20
71410,MANIOC (CASSAVA),7,318,Vegetable Products,Primary Products,2023-01-01 09:26:25
71420,SWET POTATOES,7,319,Vegetable Products,Primary Products,2023-01-01 09:26:30
71430,YAMS (DIOSCOREA SPP.),7,320,Vegetable Products,Primary Products,2023-01-01 09:26:35
71440,TARO (COLOCASIA SPP.),7,321,Vegetable Products,Primary Products,2023-01-01 09:26:40
71450,YAUTIA (XANTHOSOMA SPP.),7,322,Vegetable Products,Primary Products,2023-01-01 09:26:45
71490,OTHER ROOTS AND TUBERS,7,323,Vegetable Products,Primary Products,2023-01-01 09:26:50
80111,COCONUT DESICCATED,8,324,Vegetable Products,Primary Products,2023-01-01 09:26:55
80112,COCONUT IN THE INNER SHELL (ENDOCARP):,8,325,Vegetable Products,Primary Products,2023-01-01 09:27:00
80119,OTHER COCONUTS,8,326,Vegetable Products,Primary Products,2023-01-01 09:27:05
80121,BRAZIL NUTS FRSH/DRED IN SHELL,8,327,Vegetable Products,Primary Products,2023-01-01 09:27:10
80122,BRAZIL NUTS FRSH/DRED SHELLED,8,328,Vegetable Products,Primary Products,2023-01-01 09:27:15
80131,CASHEN NUTS FRESH/DRIED IN SHELL,8,329,Vegetable Products,Primary Products,2023-01-01 09:27:20
80132,CASHEN NUTS FRESH/DRIED SHELLED,8,330,Vegetable Products,Primary Products,2023-01-01 09:27:25
80211,ALMONDS FRSH OR DRIEDIN SHELL,8,331,Vegetable Products,Primary Products,2023-01-01 09:27:30
80212,SHELLED ALMONDS FRSH OR DRIED,8,332,Vegetable Products,Primary Products,2023-01-01 09:27:35
80221,"HAZELNUTS IN SHELL,FRSH OR DRIED",8,333,Vegetable Products,Primary Products,2023-01-01 09:27:40
80222,"SHELLED HAZELNUTS, FRSH OR DRIED",8,334,Vegetable Products,Primary Products,2023-01-01 09:27:45
80231,WALNUTS FRSH OR DRIED IN SHELL,8,335,Vegetable Products,Primary Products,2023-01-01 09:27:50
80232,SHELLED WALNUTS FRSH OR DRIED,8,336,Vegetable Products,Primary Products,2023-01-01 09:27:55
80241,CHESTNUTS (CASTANEA SPP.): IN SHELL,8,337,Vegetable Products,Primary Products,2023-01-01 09:28:00
80242,CHESTNUTS (CASTANEA SPP.): SHELLED,8,338,Vegetable Products,Primary Products,2023-01-01 09:28:05
80251,PISTACHIOS: IN SHELL,8,339,Vegetable Products,Primary Products,2023-01-01 09:28:10
80252,PISTACHIOS: SHELLED,8,340,Vegetable Products,Primary Products,2023-01-01 09:28:15
80261,MACADAMIA NUTS: IN SHELL,8,341,Vegetable Products,Primary Products,2023-01-01 09:28:20
80262,MACADAMIA NUTS:SHELLED,8,342,Vegetable Products,Primary Products,2023-01-01 09:28:25
80270,KOLA NUTS (COLA SPP.),8,343,Vegetable Products,Primary Products,2023-01-01 09:28:30
80280,ARECA NUTS:,8,344,Vegetable Products,Primary Products,2023-01-01 09:28:35
80291,PINE NUTS IN SHELL,8,345,Vegetable Products,Primary Products,2023-01-01 09:28:40
80292,PINE NUTS  SHELLED,8,346,Vegetable Products,Primary Products,2023-01-01 09:28:45
80299,OTHERS,8,347,Vegetable Products,Primary Products,2023-01-01 09:28:50
80310,PLANTAINS: FRSH OR DRIED,8,348,Vegetable Products,Primary Products,2023-01-01 09:28:55
80390,BANANAS FRSH OR DRIED,8,349,Vegetable Products,Primary Products,2023-01-01 09:29:00
80410,DATES FRESH OR DRIED,8,350,Vegetable Products,Primary Products,2023-01-01 09:29:05
80420,FIGS FRESH OR DRIED,8,351,Vegetable Products,Primary Products,2023-01-01 09:29:10
80430,PINEAPPLES FRESH OR DRIED,8,352,Vegetable Products,Primary Products,2023-01-01 09:29:15
80440,AVOCADOS FRESH OR DRIED,8,353,Vegetable Products,Primary Products,2023-01-01 09:29:20
80450,"GUAVAS,MANGOES/MANGOSTEENS FRESH OR DRIED",8,354,Vegetable Products,Primary Products,2023-01-01 09:29:25
80510,ORANGES FRESH OR DRIED,8,355,Vegetable Products,Primary Products,2023-01-01 09:29:30
80521,MANDARINS (INCLUDING TANGERINES AND SATSUMAS),8,356,Vegetable Products,Primary Products,2023-01-01 09:29:35
80529,OTHER WILKINGS AND SIMILAR CITRUS HYBRIDS,8,357,Vegetable Products,Primary Products,2023-01-01 09:29:40
80540,GRAPEFRUIT AND POMELOS,8,358,Vegetable Products,Primary Products,2023-01-01 09:29:45
80550,LEMONS(CITRUS LIMON CITRUS LIMONUM) AND     LIMES(CITRUS AURANTIFOLIA) FRSH OR DRIED,8,359,Vegetable Products,Primary Products,2023-01-01 09:29:50
80590,OTHER CITRUS FRUITS FRESH OR DRIED,8,360,Vegetable Products,Primary Products,2023-01-01 09:29:55
80610,GRAPES FRESH,8,361,Vegetable Products,Primary Products,2023-01-01 09:30:00
80620,GRAPES DRIED,8,362,Vegetable Products,Primary Products,2023-01-01 09:30:05
80711,WATER MELONS,8,363,Vegetable Products,Primary Products,2023-01-01 09:30:10
80719,"MELON , OTHER THAN WATER MELON",8,364,Vegetable Products,Primary Products,2023-01-01 09:30:15
80720,PAPAWS (PAPAYAS) FRESH,8,365,Vegetable Products,Primary Products,2023-01-01 09:30:20
80810,APPLES FRSH,8,366,Vegetable Products,Primary Products,2023-01-01 09:30:25
80830,PEARS- FRESH,8,367,Vegetable Products,Primary Products,2023-01-01 09:30:30
80840,QUINCES- FRESH,8,368,Vegetable Products,Primary Products,2023-01-01 09:30:35
80910,APRICOTS FRESH,8,369,Vegetable Products,Primary Products,2023-01-01 09:30:40
80921,SOUR CHERRIES (PRUNUS CERASUS),8,370,Vegetable Products,Primary Products,2023-01-01 09:30:45
80929,OTHER - CHERRIES:,8,371,Vegetable Products,Primary Products,2023-01-01 09:30:50
80930,PEACHES INCL NECTARINES FRESH,8,372,Vegetable Products,Primary Products,2023-01-01 09:30:55
80940,"PLUMS AND SLOES , FRESH",8,373,Vegetable Products,Primary Products,2023-01-01 09:31:00
81010,STRAWBERRIES FRESH,8,374,Vegetable Products,Primary Products,2023-01-01 09:31:05
81020,"RASPBERIS,BLACKBRS,MULBRS AND LOGANBRS,FRSH",8,375,Vegetable Products,Primary Products,2023-01-01 09:31:10
81030,"BLACK, WHITE OR RED CURRANTS AND GOOSEBERRIES- FRESH",8,376,Vegetable Products,Primary Products,2023-01-01 09:31:15
81040,"CRNBERY BILBERS AND OTHR OF GNUS VCINUM,FRSH",8,377,Vegetable Products,Primary Products,2023-01-01 09:31:20
81050,KIWI FRUIT,8,378,Vegetable Products,Primary Products,2023-01-01 09:31:25
81060,DURIANS,8,379,Vegetable Products,Primary Products,2023-01-01 09:31:30
81070,PERSIMMONS- FRESH,8,380,Vegetable Products,Primary Products,2023-01-01 09:31:35
81090,OTHER FRESH FRUITS,8,381,Vegetable Products,Primary Products,2023-01-01 09:31:40
81110,"STRAWBERS,UNCOOKD/COOKD BY STEMNG/BOLNG   IN WATER,FRZN,W/N CONTAINING ADDED SUGAR  OR WTHER SWEETENING MATTER",8,382,Vegetable Products,Primary Products,2023-01-01 09:31:45
81120,"RASPBERS,BLACK BERS,MULBERS,LOGANBERS,    BLCK,WHTE,/RED CURRANTS AND GOOSEBRS,FRZN",8,383,Vegetable Products,Primary Products,2023-01-01 09:31:50
81190,"OTHER FRUITS AND NUTS,UNCKD/CKD BY STMNG OR BOILING,FRZN,W/N WITH ADDED SUGR/SWTNG MTR",8,384,Vegetable Products,Primary Products,2023-01-01 09:31:55
81210,CHERRIES PROVSNLY PRSVD,8,385,Vegetable Products,Primary Products,2023-01-01 09:32:00
81290,OTHER FRUITS AND NUTS PROVSNLY PRSVD,8,386,Vegetable Products,Primary Products,2023-01-01 09:32:05
81310,"APRICOTS, DRIED",8,387,Vegetable Products,Primary Products,2023-01-01 09:32:10
81320,PRUNES DRIED,8,388,Vegetable Products,Primary Products,2023-01-01 09:32:15
81330,APPLES DRIED,8,389,Vegetable Products,Primary Products,2023-01-01 09:32:20
81340,OTHER FRUIT:,8,390,Vegetable Products,Primary Products,2023-01-01 09:32:25
81350,MIXTURES OF NUTS OR DRIED FRUITS,8,391,Vegetable Products,Primary Products,2023-01-01 09:32:30
81400,"PEEL OF CITRS FRUIT/MELNS(INCL WTRMELNS), FRSH,FRZN,DRIED/PROVSNLY PRSVD IN BRINE,  INSULPHUR WTR OR IN OTHR PRSVTV SOLN",8,392,Vegetable Products,Primary Products,2023-01-01 09:32:35
90111,COFFEE NEITHER ROASTED NOR DECAFFEINATED,9,393,Vegetable Products,Primary Products,2023-01-01 09:32:40
90112,NOT ROASTED BUT DECAFFEINATED COFFEE,9,394,Vegetable Products,Primary Products,2023-01-01 09:32:45
90121,ROASTED NOT DECAFFEINATED COFFEE,9,395,Vegetable Products,Primary Products,2023-01-01 09:32:50
90122,ROASTED DECAFFEINATED COFFEE,9,396,Vegetable Products,Primary Products,2023-01-01 09:32:55
90190,OTHER COFFEE,9,397,Vegetable Products,Primary Products,2023-01-01 09:33:00
90210,GREEN TEA IN PACKETS NT EXCDNG 3 KG,9,398,Vegetable Products,Primary Products,2023-01-01 09:33:05
90220,OTHER GREEN TEA (NOT FERMENTED):,9,399,Vegetable Products,Primary Products,2023-01-01 09:33:10
90230,BLACK TEA(FRMNTD) AND PRTLY FRMNTD TEA IN   IMMDTE PACKNG OF A CONTNT NOT EXCDNG 3 KG,9,400,Vegetable Products,Primary Products,2023-01-01 09:33:15
90240,OTHER BLACK TEA (FERMENTED) AND OTHER     PARTLY FERMENTED TEA :,9,401,Vegetable Products,Primary Products,2023-01-01 09:33:20
90300,MATE,9,402,Vegetable Products,Primary Products,2023-01-01 09:33:25
90411,PEPPER NEITHER CRUSHED NOR GROUND,9,403,Vegetable Products,Primary Products,2023-01-01 09:33:30
90412,CRUSHED OR GROUND PEPPER,9,404,Vegetable Products,Primary Products,2023-01-01 09:33:35
90421,"FRUITS OF THE GENUS CAPSICUM OR OF THE GENUS PIMENTA: DRIED, NEITHER CRUSHED NOR GROUND:",9,405,Vegetable Products,Primary Products,2023-01-01 09:33:40
90422,FRUITS OF THE GENUS CAPSICUM- CRUSHED OR GROUND,9,406,Vegetable Products,Primary Products,2023-01-01 09:33:45
90510,VANILLA-NEITHER CRUSHED OR GROUND,9,407,Vegetable Products,Primary Products,2023-01-01 09:33:50
90520,VANILLA- CRUSHED OR GROUND,9,408,Vegetable Products,Primary Products,2023-01-01 09:33:55
90611,CINNAMON (CINNAMOMUM ZEYLANICUM BLUME),9,409,Vegetable Products,Primary Products,2023-01-01 09:34:00
90619,OTHER:,9,410,Vegetable Products,Primary Products,2023-01-01 09:34:05
